_id,x,y,z,timestamp
67d685028f4f34655f851ca4,0,-0.43,0.12,1742112002.0352502
67d685028f4f34655f851ca5,-0.06,-0.43,0.12,1742112002.4242551
67d685028f4f34655f851ca6,-0.06,-0.49,0.18,1742112002.7310889
67d685038f4f34655f851ca7,-0.06,-0.43,0.18,1742112003.2426226
67d685038f4f34655f851ca8,0,-0.43,0.18,1742112003.7544248
67d685048f4f34655f851ca9,-0.06,-0.49,0.12,1742112004.2664769
67d685048f4f34655f851caa,0,-0.43,0.18,1742112004.7794716
67d685058f4f34655f851cab,-0.06,-0.43,0.12,1742112005.2324157
67d685058f4f34655f851cac,-0.06,-0.43,0.18,1742112005.8028526
67d685068f4f34655f851cad,-0.06,-0.37,0.18,1742112006.3144934
67d685068f4f34655f851cae,-0.06,-0.43,0.12,1742112006.8272502
67d685078f4f34655f851caf,0,-0.43,0.18,1742112007.340519
67d685078f4f34655f851cb0,-0.06,-0.49,0.18,1742112007.8504157
67d685088f4f34655f851cb1,-0.06,-0.43,0.12,1742112008.2620213
67d685088f4f34655f851cb2,0,-0.43,0.18,1742112008.7682168
67d685098f4f34655f851cb3,0,-0.37,0.18,1742112009.272921
67d685098f4f34655f851cb4,-0.06,-0.43,0.18,1742112009.7963314
67d6850a8f4f34655f851cb5,-0.06,-0.43,0.18,1742112010.3096356
67d6850a8f4f34655f851cb6,-0.06,-0.43,0.12,1742112010.8210766
67d6850b8f4f34655f851cb7,0,-0.43,0.18,1742112011.3328161
67d6850b8f4f34655f851cb8,-0.06,-0.49,0.12,1742112011.798082
67d6850c8f4f34655f851cb9,-0.06,-0.43,0.12,1742112012.357329
67d6850c8f4f34655f851cba,-0.06,-0.43,0.12,1742112012.8337884
67d6850d8f4f34655f851cbb,-0.06,-0.43,0.12,1742112013.3122153
67d6850d8f4f34655f851cbc,0,-0.43,0.12,1742112013.892373
67d6850e8f4f34655f851cbd,-0.06,-0.43,0.12,1742112014.404881
67d6850e8f4f34655f851cbe,-0.06,-0.43,0.12,1742112014.838698
67d6850f8f4f34655f851cbf,0,-0.43,0.18,1742112015.3347197
67d6850f8f4f34655f851cc0,-0.06,-0.43,0.18,1742112015.8411436
67d685108f4f34655f851cc1,0,-0.43,0.12,1742112016.3506205
67d685108f4f34655f851cc2,-0.06,-0.43,0.18,1742112016.8464146
67d685118f4f34655f851cc3,-0.06,-0.43,0.12,1742112017.7566414
67d685128f4f34655f851cc4,0,-0.43,0.12,1742112018.092515
67d685128f4f34655f851cc5,-0.06,-0.37,0.18,1742112018.361078
67d685128f4f34655f851cc6,0,-0.43,0.12,1742112018.8666348
67d685138f4f34655f851cc7,-0.06,-0.43,0.12,1742112019.3725858
67d685138f4f34655f851cc8,0,-0.43,0.18,1742112019.93438
67d685148f4f34655f851cc9,0,-0.43,0.12,1742112020.3831227
67d685148f4f34655f851cca,0,-0.43,0.18,1742112020.9585524
67d685158f4f34655f851ccb,-0.06,-0.43,0.18,1742112021.3911545
67d685158f4f34655f851ccc,-0.06,-0.43,0.12,1742112021.9877536
67d685168f4f34655f851ccd,0,-0.43,0.18,1742112022.4943786
67d685178f4f34655f851cce,0,-0.43,0.12,1742112023.0056834
67d685178f4f34655f851ccf,-0.06,-0.37,0.12,1742112023.4162474
67d685178f4f34655f851cd0,-0.06,-0.43,0.18,1742112023.9296944
67d685188f4f34655f851cd1,0,-0.43,0.18,1742112024.440174
67d685188f4f34655f851cd2,-0.06,-0.43,0.12,1742112024.9446807
67d685198f4f34655f851cd3,0,-0.43,0.12,1742112025.4300091
67d685198f4f34655f851cd4,-0.06,-0.37,0.12,1742112025.9371393
67d6851a8f4f34655f851cd5,-0.06,-0.37,0.18,1742112026.4877617
67d6851b8f4f34655f851cd6,0,-0.43,0.12,1742112027.0009334
67d6851b8f4f34655f851cd7,-0.06,-0.43,0.18,1742112027.5111964
67d6851c8f4f34655f851cd8,-0.06,-0.43,0.18,1742112028.0292864
67d6851c8f4f34655f851cd9,-0.06,-0.43,0.12,1742112028.5358045
67d6851d8f4f34655f851cda,-0.06,-0.43,0.18,1742112029.0479693
67d6851d8f4f34655f851cdb,0,-0.43,0.18,1742112029.4748187
67d6851e8f4f34655f851cdc,-0.06,-0.37,0.12,1742112030.0723095
67d6851e8f4f34655f851cdd,0,-0.43,0.12,1742112030.482212
67d6851e8f4f34655f851cde,0,-0.43,0.12,1742112030.992992
67d6851f8f4f34655f851cdf,-0.06,-0.43,0.12,1742112031.5076618
67d685208f4f34655f851ce0,-0.06,-0.49,0.12,1742112032.0243537
67d685208f4f34655f851ce1,-0.06,-0.43,0.12,1742112032.5310628
67d685218f4f34655f851ce2,0,-0.43,0.18,1742112033.4511678
67d685218f4f34655f851ce3,-0.06,-0.43,0.18,1742112033.7595408
67d685228f4f34655f851ce4,-0.06,-0.43,0.12,1742112034.070756
67d685228f4f34655f851ce5,-0.06,-0.43,0.18,1742112034.5470753
67d685238f4f34655f851ce6,0,-0.43,0.12,1742112035.0268607
67d685238f4f34655f851ce7,-0.06,-0.43,0.12,1742112035.60264
67d685248f4f34655f851ce8,-0.06,-0.43,0.12,1742112036.114678
67d685248f4f34655f851ce9,-0.06,-0.37,0.18,1742112036.6264822
67d685258f4f34655f851cea,-0.06,-0.37,0.18,1742112037.1378226
67d685258f4f34655f851ceb,-0.06,-0.37,0.12,1742112037.6501603
67d685268f4f34655f851cec,-0.06,-0.43,0.12,1742112038.0590684
67d685268f4f34655f851ced,-0.06,-0.43,0.12,1742112038.5624535
67d685278f4f34655f851cee,-0.06,-0.43,0.12,1742112039.0832093
67d685278f4f34655f851cef,0,-0.43,0.12,1742112039.5957956
67d685288f4f34655f851cf0,-0.06,-0.43,0.12,1742112040.1084113
67d685288f4f34655f851cf1,0,-0.37,0.12,1742112040.584241
67d685298f4f34655f851cf2,0.06,-0.49,0.12,1742112041.132885
67d685298f4f34655f851cf3,0,-0.43,0.18,1742112041.6441233
67d6852a8f4f34655f851cf4,0,-0.43,0.12,1742112042.1562617
67d6852a8f4f34655f851cf5,-0.06,-0.43,0.12,1742112042.6678026
67d6852b8f4f34655f851cf6,0,-0.43,0.18,1742112043.1799042
67d6852b8f4f34655f851cf7,-0.06,-0.43,0.18,1742112043.6914756
67d6852c8f4f34655f851cf8,0,-0.43,0.18,1742112044.2046738
67d6852c8f4f34655f851cf9,-0.06,-0.37,0.12,1742112044.715863
67d6852d8f4f34655f851cfa,-0.06,-0.43,0.18,1742112045.1295178
67d6852d8f4f34655f851cfb,-0.06,-0.43,0.12,1742112045.6487358
67d6852e8f4f34655f851cfc,-0.06,-0.37,0.18,1742112046.14877
67d6852e8f4f34655f851cfd,-0.06,-0.43,0.12,1742112046.6613219
67d6852f8f4f34655f851cfe,0,-0.43,0.18,1742112047.1732972
67d6852f8f4f34655f851cff,-0.06,-0.49,0.12,1742112047.685281
67d685308f4f34655f851d00,0,-0.43,0.18,1742112048.156762
67d685318f4f34655f851d01,-0.06,-0.43,0.12,1742112049.0368934
67d685318f4f34655f851d02,0,-0.43,0.18,1742112049.354038
67d685318f4f34655f851d03,-0.06,-0.37,0.18,1742112049.73683
67d685328f4f34655f851d04,-0.06,-0.43,0.12,1742112050.1762357
67d685328f4f34655f851d05,0,-0.43,0.18,1742112050.7116187
67d685338f4f34655f851d06,-0.06,-0.43,0.12,1742112051.2687156
67d685338f4f34655f851d07,0,-0.43,0.18,1742112051.782748
67d685348f4f34655f851d08,0,-0.43,0.18,1742112052.2932756
67d685348f4f34655f851d09,-0.06,-0.43,0.12,1742112052.8057227
67d685358f4f34655f851d0a,-0.06,-0.43,0.12,1742112053.2144177
67d685358f4f34655f851d0b,-0.06,-0.43,0.12,1742112053.7267635
67d685368f4f34655f851d0c,-0.06,-0.43,0.12,1742112054.2389324
67d685368f4f34655f851d0d,-0.06,-0.43,0.18,1742112054.7517443
67d685378f4f34655f851d0e,0,-0.43,0.18,1742112055.2628467
67d685378f4f34655f851d0f,-0.06,-0.43,0.18,1742112055.7757463
67d685388f4f34655f851d10,-0.06,-0.43,0.12,1742112056.2857926
67d685388f4f34655f851d11,0,-0.43,0.18,1742112056.7996147
67d685398f4f34655f851d12,0,-0.43,0.18,1742112057.311443
67d685398f4f34655f851d13,-0.06,-0.43,0.12,1742112057.7516313
67d6853a8f4f34655f851d14,-0.06,-0.43,0.18,1742112058.3344579
67d6853a8f4f34655f851d15,-0.06,-0.43,0.12,1742112058.8475292
67d6853b8f4f34655f851d16,0,-0.43,0.18,1742112059.3631768
67d6853b8f4f34655f851d17,-0.06,-0.43,0.18,1742112059.78874
67d6853c8f4f34655f851d18,0,-0.43,0.12,1742112060.2804039
67d6853c8f4f34655f851d19,-0.06,-0.43,0.12,1742112060.7940314
67d6853d8f4f34655f851d1a,0,-0.43,0.18,1742112061.3039255
67d6853d8f4f34655f851d1b,-0.06,-0.43,0.12,1742112061.8174846
67d6853e8f4f34655f851d1c,0,-0.43,0.18,1742112062.3291745
67d6853e8f4f34655f851d1d,-0.06,-0.43,0.12,1742112062.8019176
67d6853f8f4f34655f851d1e,0,-0.43,0.12,1742112063.3530922
67d6853f8f4f34655f851d1f,0,-0.43,0.18,1742112063.8098738
67d685408f4f34655f851d20,-0.06,-0.43,0.12,1742112064.7047167
67d685418f4f34655f851d21,0,-0.43,0.18,1742112065.0935738
67d685418f4f34655f851d22,-0.06,-0.43,0.12,1742112065.4049668
67d685418f4f34655f851d23,-0.06,-0.43,0.18,1742112065.911523
67d685428f4f34655f851d24,-0.06,-0.37,0.12,1742112066.4250824
67d685428f4f34655f851d25,-0.06,-0.43,0.12,1742112066.936525
67d685438f4f34655f851d26,0,-0.43,0.12,1742112067.3465326
67d685438f4f34655f851d27,0,-0.43,0.12,1742112067.8580418
67d685448f4f34655f851d28,-0.06,-0.43,0.18,1742112068.3696232
67d685448f4f34655f851d29,-0.06,-0.37,0.18,1742112068.8819032
67d685458f4f34655f851d2a,-0.06,-0.43,0.18,1742112069.3982716
67d685458f4f34655f851d2b,-0.06,-0.37,0.12,1742112069.9048548
67d685468f4f34655f851d2c,-0.06,-0.43,0.12,1742112070.4176798
67d685468f4f34655f851d2d,-0.06,-0.43,0.18,1742112070.9286346
67d685478f4f34655f851d2e,-0.06,-0.37,0.12,1742112071.4465215
67d685478f4f34655f851d2f,-0.06,-0.43,0.12,1742112071.9539607
67d685488f4f34655f851d30,-0.06,-0.43,0.18,1742112072.4675364
67d685488f4f34655f851d31,-0.06,-0.43,0.12,1742112072.9775734
67d685498f4f34655f851d32,-0.06,-0.37,0.12,1742112073.410315
67d6854a8f4f34655f851d33,-0.06,-0.43,0.18,1742112074.006839
67d6854a8f4f34655f851d34,-0.06,-0.43,0.18,1742112074.513673
67d6854a8f4f34655f851d35,-0.06,-0.43,0.18,1742112074.9269395
67d6854b8f4f34655f851d36,-0.06,-0.43,0.12,1742112075.4413037
67d6854b8f4f34655f851d37,-0.06,-0.43,0.18,1742112075.9476588
67d6854c8f4f34655f851d38,-0.06,-0.43,0.12,1742112076.46288
67d6854c8f4f34655f851d39,-0.06,-0.37,0.18,1742112076.9720564
67d6854d8f4f34655f851d3a,-0.06,-0.37,0.12,1742112077.4995685
67d6854e8f4f34655f851d3b,-0.06,-0.43,0.12,1742112078.01956
67d6854e8f4f34655f851d3c,-0.06,-0.37,0.18,1742112078.5077245
67d6854f8f4f34655f851d3d,-0.06,-0.37,0.12,1742112079.0210853
67d6854f8f4f34655f851d3e,-0.06,-0.43,0.12,1742112079.5305836
67d685508f4f34655f851d3f,0,-0.31,0.18,1742112080.371648
67d685508f4f34655f851d40,0,-0.43,0.12,1742112080.7612495
67d685508f4f34655f851d41,-0.06,-0.43,0.12,1742112080.9866414
67d685518f4f34655f851d42,-0.06,-0.43,0.12,1742112081.5831332
67d685528f4f34655f851d43,-0.06,-0.43,0.12,1742112082.2984436
67d685528f4f34655f851d44,0,-0.37,0.12,1742112082.5231376
67d685538f4f34655f851d45,-0.06,-0.43,0.18,1742112083.032418
67d685538f4f34655f851d46,-0.06,-0.37,0.18,1742112083.5257764
67d685548f4f34655f851d47,0,-0.43,0.18,1742112084.0418804
67d685548f4f34655f851d48,-0.06,-0.43,0.12,1742112084.5514596
67d685558f4f34655f851d49,-0.06,-0.43,0.12,1742112085.023269
67d685558f4f34655f851d4a,-0.06,-0.37,0.18,1742112085.5711408
67d685568f4f34655f851d4b,-0.06,-0.37,0.18,1742112086.093773
67d685568f4f34655f851d4c,0,-0.43,0.12,1742112086.5996957
67d685578f4f34655f851d4d,-0.06,-0.43,0.12,1742112087.0490103
67d685578f4f34655f851d4e,-0.06,-0.43,0.12,1742112087.6210692
67d685588f4f34655f851d4f,0,-0.43,0.18,1742112088.1383214
67d685588f4f34655f851d50,0,-0.43,0.18,1742112088.6482236
67d685598f4f34655f851d51,-0.06,-0.43,0.12,1742112089.1565077
67d685598f4f34655f851d52,-0.06,-0.43,0.12,1742112089.669264
67d6855a8f4f34655f851d53,-0.06,-0.43,0.18,1742112090.0783808
67d6855a8f4f34655f851d54,0,-0.37,0.18,1742112090.5910137
67d6855b8f4f34655f851d55,-0.06,-0.43,0.12,1742112091.10253
67d6855b8f4f34655f851d56,-0.06,-0.43,0.18,1742112091.6167808
67d6855c8f4f34655f851d57,-0.06,-0.43,0.18,1742112092.0900545
67d6855c8f4f34655f851d58,-0.06,-0.49,0.18,1742112092.6392536
67d6855d8f4f34655f851d59,0,-0.43,0.18,1742112093.151297
67d6855d8f4f34655f851d5a,-0.06,-0.43,0.12,1742112093.6628523
67d6855e8f4f34655f851d5b,0,-0.43,0.12,1742112094.112427
67d6855e8f4f34655f851d5c,-0.06,-0.43,0.18,1742112094.7113047
67d6855f8f4f34655f851d5d,0,-0.37,0.18,1742112095.1993818
67d685608f4f34655f851d5e,-0.06,-0.37,0.18,1742112096.1210186
67d685608f4f34655f851d5f,0,-0.43,0.18,1742112096.3448334
67d685608f4f34655f851d60,-0.06,-0.43,0.18,1742112096.7078156
67d685618f4f34655f851d61,-0.06,-0.37,0.18,1742112097.1436229
67d685618f4f34655f851d62,-0.06,-0.43,0.12,1742112097.6548927
67d685628f4f34655f851d63,-0.06,-0.43,0.18,1742112098.1681523
67d685628f4f34655f851d64,0,-0.37,0.18,1742112098.680159
67d685638f4f34655f851d65,-0.06,-0.43,0.18,1742112099.1918507
67d685638f4f34655f851d66,-0.06,-0.43,0.12,1742112099.7049687
67d685648f4f34655f851d67,0,-0.37,0.18,1742112100.1719322
67d685648f4f34655f851d68,-0.06,-0.43,0.12,1742112100.7292223
67d685658f4f34655f851d69,-0.06,-0.43,0.12,1742112101.2412245
67d685658f4f34655f851d6a,0,-0.37,0.18,1742112101.7523065
67d685668f4f34655f851d6b,-0.06,-0.43,0.18,1742112102.2650063
67d685668f4f34655f851d6c,-0.06,-0.37,0.18,1742112102.7770755
67d685678f4f34655f851d6d,0,-0.43,0.12,1742112103.2886655
67d685678f4f34655f851d6e,-0.06,-0.37,0.18,1742112103.800568
67d685688f4f34655f851d6f,0,-0.43,0.18,1742112104.2151365
67d685688f4f34655f851d70,0,-0.43,0.18,1742112104.722053
67d685698f4f34655f851d71,0,-0.37,0.18,1742112105.2335627
67d685698f4f34655f851d72,-0.06,-0.37,0.18,1742112105.7462685
67d6856a8f4f34655f851d73,0,-0.43,0.18,1742112106.2573447
67d6856a8f4f34655f851d74,-0.06,-0.43,0.18,1742112106.7382674
67d6856b8f4f34655f851d75,0,-0.43,0.12,1742112107.282193
67d6856b8f4f34655f851d76,0,-0.43,0.18,1742112107.7455149
67d6856c8f4f34655f851d77,0,-0.37,0.18,1742112108.306001
67d6856c8f4f34655f851d78,0,-0.37,0.18,1742112108.8216977
67d6856d8f4f34655f851d79,-0.06,-0.43,0.12,1742112109.330318
67d6856d8f4f34655f851d7a,-0.06,-0.37,0.18,1742112109.84661
67d6856e8f4f34655f851d7b,-0.06,-0.43,0.18,1742112110.353983
67d6856e8f4f34655f851d7c,-0.06,-0.37,0.12,1742112110.8658507
67d6856f8f4f34655f851d7d,-0.06,-0.43,0.18,1742112111.7870622
67d685708f4f34655f851d7e,0,-0.43,0.12,1742112112.0953119
67d685708f4f34655f851d7f,0,-0.37,0.18,1742112112.4026113
67d685708f4f34655f851d80,0.06,-0.43,0.18,1742112112.7991312
67d685718f4f34655f851d81,0,-0.43,0.12,1742112113.323125
67d685718f4f34655f851d82,-0.06,-0.43,0.18,1742112113.806825
67d685728f4f34655f851d83,0,-0.43,0.18,1742112114.3475912
67d685728f4f34655f851d84,-0.06,-0.43,0.18,1742112114.8692527
67d685738f4f34655f851d85,-0.06,-0.43,0.18,1742112115.3227246
67d685738f4f34655f851d86,-0.06,-0.43,0.18,1742112115.883481
67d685748f4f34655f851d87,-0.06,-0.37,0.12,1742112116.3955321
67d685748f4f34655f851d88,-0.06,-0.43,0.12,1742112116.9078817
67d685758f4f34655f851d89,-0.06,-0.43,0.18,1742112117.4196043
67d685758f4f34655f851d8a,0,-0.43,0.18,1742112117.9325726
67d685768f4f34655f851d8b,0,-0.43,0.12,1742112118.44326
67d685768f4f34655f851d8c,0,-0.43,0.18,1742112118.9566326
67d685778f4f34655f851d8d,-0.06,-0.43,0.12,1742112119.4018276
67d685778f4f34655f851d8e,0,-0.43,0.12,1742112119.8769877
67d685788f4f34655f851d8f,0,-0.43,0.18,1742112120.389253
67d685788f4f34655f851d90,0,-0.37,0.18,1742112120.8778605
67d685798f4f34655f851d91,-0.06,-0.43,0.18,1742112121.4147668
67d685798f4f34655f851d92,-0.06,-0.43,0.12,1742112121.9264522
67d6857a8f4f34655f851d93,-0.06,-0.43,0.12,1742112122.4373207
67d6857a8f4f34655f851d94,-0.06,-0.43,0.12,1742112122.9497366
67d6857b8f4f34655f851d95,-0.06,-0.43,0.12,1742112123.5642974
67d6857c8f4f34655f851d96,-0.06,-0.43,0.18,1742112124.0838232
67d6857c8f4f34655f851d97,-0.06,-0.43,0.12,1742112124.4924493
67d6857d8f4f34655f851d98,0,-0.37,0.18,1742112125.002225
67d6857d8f4f34655f851d99,-0.06,-0.43,0.18,1742112125.4243712
67d6857e8f4f34655f851d9a,-0.06,-0.43,0.18,1742112126.0272524
67d6857e8f4f34655f851d9b,0,-0.43,0.12,1742112126.5329947
67d6857f8f4f34655f851d9c,0,-0.43,0.12,1742112127.386199
67d6857f8f4f34655f851d9d,-0.06,-0.43,0.12,1742112127.7185762
67d685808f4f34655f851d9e,0,-0.43,0.18,1742112128.0855408
67d685808f4f34655f851d9f,0,-0.43,0.12,1742112128.4829912
67d685808f4f34655f851da0,-0.06,-0.43,0.18,1742112128.9948294
67d685818f4f34655f851da1,-0.06,-0.43,0.12,1742112129.5023098
67d685828f4f34655f851da2,-0.06,-0.43,0.12,1742112130.0190578
67d685828f4f34655f851da3,-0.06,-0.43,0.12,1742112130.5273707
67d685828f4f34655f851da4,0,-0.43,0.18,1742112130.9831827
67d685838f4f34655f851da5,-0.06,-0.43,0.18,1742112131.5555007
67d685848f4f34655f851da6,0,-0.37,0.18,1742112132.0906253
67d685848f4f34655f851da7,0,-0.43,0.12,1742112132.49926
67d685858f4f34655f851da8,-0.06,-0.43,0.18,1742112133.0874522
67d685858f4f34655f851da9,-0.06,-0.37,0.18,1742112133.6000774
67d685868f4f34655f851daa,0,-0.37,0.12,1742112134.012759
67d685868f4f34655f851dab,-0.06,-0.43,0.18,1742112134.5282862
67d685878f4f34655f851dac,-0.06,-0.43,0.12,1742112135.032066
67d685878f4f34655f851dad,-0.06,-0.37,0.18,1742112135.5439236
67d685888f4f34655f851dae,0,-0.37,0.18,1742112136.0605063
67d685888f4f34655f851daf,0,-0.43,0.18,1742112136.5723915
67d685898f4f34655f851db0,0,-0.37,0.18,1742112137.0800564
67d685898f4f34655f851db1,0,-0.43,0.18,1742112137.5397606
67d6858a8f4f34655f851db2,0,-0.37,0.18,1742112138.1077058
67d6858a8f4f34655f851db3,0,-0.43,0.12,1742112138.6166368
67d6858b8f4f34655f851db4,-0.06,-0.43,0.18,1742112139.1284924
67d6858b8f4f34655f851db5,-0.06,-0.43,0.12,1742112139.561033
