timestamp,x,y,z
2025-05-05 00:13:59.543712,-1.01806640625,0.0450439453125,-0.0088653564453125
2025-05-05 00:13:59.645836,-1.01806640625,0.0450439453125,-0.0088653564453125
2025-05-05 00:13:59.746552,-1.01806640625,0.0450439453125,-0.0088653564453125
2025-05-05 00:13:59.847264,-1.01806640625,0.0450439453125,-0.0088653564453125
2025-05-05 00:13:59.947956,-1.01806640625,0.0450439453125,-0.0088653564453125
2025-05-05 00:14:00.048681,-1.01806640625,0.0450439453125,-0.0088653564453125
2025-05-05 00:14:00.149490,-1.01806640625,0.0450439453125,-0.0088653564453125
2025-05-05 00:14:00.250367,-1.01806640625,0.0450439453125,-0.0088653564453125
2025-05-05 00:14:00.351293,-1.01806640625,0.0450439453125,-0.0088653564453125
2025-05-05 00:14:00.451572,-1.01806640625,0.0450439453125,-0.0088653564453125
2025-05-05 00:14:00.553247,-1.0081634521484375,0.053985595703125,0.0062103271484375
2025-05-05 00:14:00.654544,-1.0081634521484375,0.053985595703125,0.0062103271484375
2025-05-05 00:14:00.755310,-1.0081634521484375,0.053985595703125,0.0062103271484375
2025-05-05 00:14:00.856394,-1.0081634521484375,0.053985595703125,0.0062103271484375
2025-05-05 00:14:00.957461,-1.0081634521484375,0.053985595703125,0.0062103271484375
2025-05-05 00:14:01.057875,-1.0081634521484375,0.053985595703125,0.0062103271484375
2025-05-05 00:14:01.158523,-1.0081634521484375,0.053985595703125,0.0062103271484375
2025-05-05 00:14:01.259135,-1.0081634521484375,0.053985595703125,0.0062103271484375
2025-05-05 00:14:01.359546,-1.0081634521484375,0.053985595703125,0.0062103271484375
2025-05-05 00:14:01.459865,-1.0081634521484375,0.053985595703125,0.0062103271484375
2025-05-05 00:14:01.561194,-1.0178070068359375,0.056976318359375,0.0291748046875
2025-05-05 00:14:01.661883,-1.0178070068359375,0.056976318359375,0.0291748046875
2025-05-05 00:14:01.762326,-1.0178070068359375,0.056976318359375,0.0291748046875
2025-05-05 00:14:01.862674,-1.0178070068359375,0.056976318359375,0.0291748046875
2025-05-05 00:14:01.963467,-1.0178070068359375,0.056976318359375,0.0291748046875
2025-05-05 00:14:02.064140,-1.0178070068359375,0.056976318359375,0.0291748046875
2025-05-05 00:14:02.164711,-1.0178070068359375,0.056976318359375,0.0291748046875
2025-05-05 00:14:02.265288,-1.0178070068359375,0.056976318359375,0.0291748046875
2025-05-05 00:14:02.365683,-1.0178070068359375,0.056976318359375,0.0291748046875
2025-05-05 00:14:02.466132,-1.0178070068359375,0.056976318359375,0.0291748046875
2025-05-05 00:14:02.567722,1.9093475341796875,0.3355255126953125,-0.13433837890625
2025-05-05 00:14:02.668408,1.9093475341796875,0.3355255126953125,-0.13433837890625
2025-05-05 00:14:02.769476,1.9093475341796875,0.3355255126953125,-0.13433837890625
2025-05-05 00:14:02.924029,1.9093475341796875,0.3355255126953125,-0.13433837890625
2025-05-05 00:14:03.078799,1.9093475341796875,0.3355255126953125,-0.13433837890625
2025-05-05 00:14:03.232397,1.9093475341796875,0.3355255126953125,-0.13433837890625
2025-05-05 00:14:03.333236,1.9093475341796875,0.3355255126953125,-0.13433837890625
2025-05-05 00:14:03.433920,1.9093475341796875,0.3355255126953125,-0.13433837890625
2025-05-05 00:14:03.534747,1.9093475341796875,0.3355255126953125,-0.13433837890625
2025-05-05 00:14:03.699750,-1.2251739501953125,0.97027587890625,0.974029541015625
2025-05-05 00:14:03.855450,-1.2251739501953125,0.97027587890625,0.974029541015625
2025-05-05 00:14:04.011616,-1.2251739501953125,0.97027587890625,0.974029541015625
2025-05-05 00:14:04.166450,-1.2251739501953125,0.97027587890625,0.974029541015625
2025-05-05 00:14:04.289677,-1.2251739501953125,0.97027587890625,0.974029541015625
2025-05-05 00:14:04.390691,-1.2251739501953125,0.97027587890625,0.974029541015625
2025-05-05 00:14:04.491251,-1.2251739501953125,0.97027587890625,0.974029541015625
2025-05-05 00:14:04.652789,-1.2251739501953125,0.97027587890625,0.974029541015625
2025-05-05 00:14:04.808031,-1.3607177734375,1.4902801513671875,0.4291839599609375
2025-05-05 00:14:04.963044,-1.3607177734375,1.4902801513671875,0.4291839599609375
2025-05-05 00:14:05.119920,-1.3607177734375,1.4902801513671875,0.4291839599609375
2025-05-05 00:14:05.273800,-1.3607177734375,1.4902801513671875,0.4291839599609375
2025-05-05 00:14:05.374633,-1.3607177734375,1.4902801513671875,0.4291839599609375
2025-05-05 00:14:05.475804,-1.3607177734375,1.4902801513671875,0.4291839599609375
2025-05-05 00:14:05.628172,-1.3607177734375,1.4902801513671875,0.4291839599609375
2025-05-05 00:14:05.782987,-1.3607177734375,1.4902801513671875,0.4291839599609375
2025-05-05 00:14:05.938810,0.0964813232421875,0.4471435546875,0.949676513671875
2025-05-05 00:14:06.094091,0.0964813232421875,0.4471435546875,0.949676513671875
2025-05-05 00:14:06.249166,0.0964813232421875,0.4471435546875,0.949676513671875
2025-05-05 00:14:06.404211,0.0964813232421875,0.4471435546875,0.949676513671875
2025-05-05 00:14:06.511323,0.0964813232421875,0.4471435546875,0.949676513671875
2025-05-05 00:14:06.611818,0.0964813232421875,0.4471435546875,0.949676513671875
2025-05-05 00:14:06.712205,0.0964813232421875,0.4471435546875,0.949676513671875
2025-05-05 00:14:06.865911,0.0964813232421875,0.4471435546875,0.949676513671875
2025-05-05 00:14:07.021779,2.1113739013671875,-0.4404754638671875,0.158843994140625
2025-05-05 00:14:07.175857,2.1113739013671875,-0.4404754638671875,0.158843994140625
